,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
240250,120388,Pieter Timmers,M,28.0,200.0,89.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Silver
240271,120398,Anna Viktorovna Timofeyeva,F,29.0,178.0,86.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
240285,120405,Kimmo Samuel Timonen,M,30.0,177.0,84.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
240286,120405,Kimmo Samuel Timonen,M,34.0,177.0,84.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
240287,120405,Kimmo Samuel Timonen,M,38.0,177.0,84.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
240347,120443,Amy Tinkler,F,16.0,152.0,47.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
240355,120446,Stuart Brian Tinney,M,51.0,180.0,71.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
240360,120451,Michael DeLorean Tinsley,M,28.0,186.0,74.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,Silver
240424,120476,Paola Tirados Snchez,F,28.0,164.0,52.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
240453,120492,Elza Truma (-Cauce),F,23.0,170.0,72.0,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Bronze
240471,120505,Aleksey Viktorovich Tishchenko,M,20.0,167.0,60.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Featherweight,Gold
240472,120505,Aleksey Viktorovich Tishchenko,M,24.0,167.0,60.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Lightweight,Gold
240487,120510,Yelizaveta Ivanovna Tishchenko,F,29.0,190.0,76.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
240488,120511,Yevgeny Andreyevich Tishchenko,M,25.0,196.0,91.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Gold
240492,120513,Margarita Grigoryevna Tishkevich-Makhneva,F,24.0,181.0,67.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
240531,120536,Natalie Lorraine Titcume,F,28.0,184.0,85.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver
240532,120536,Natalie Lorraine Titcume,F,32.0,184.0,85.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
240619,120572,Carl Daniel Tjrnqvist,M,29.0,188.0,91.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
240633,120580,Linda Tjrhom (-Grubben),F,22.0,178.0,69.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
240674,120595,Keith Matthew Tkachuk,M,29.0,188.0,102.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
240714,120610,Tamerlan Ruslanovich Tmenov,M,27.0,185.0,127.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Heavyweight,Silver
240769,120627,Nataliya Viktorivna Tobias (Sydorenko-),F,27.0,160.0,48.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 1,500 metres",Bronze
240775,120633,"Robert John ""Rob"" Tobin",M,24.0,190.0,78.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
240861,120661,Mark James Todd,M,56.0,190.0,78.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
240881,120673,Kenjiro Todoroki,M,28.0,174.0,75.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Two Person Dinghy,Bronze
240941,120693,Hristiana Todorova,F,21.0,173.0,52.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
240976,120709,Jonathan Bryan Toews,M,21.0,188.0,95.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
240977,120709,Jonathan Bryan Toews,M,25.0,188.0,95.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
241002,120715,Paolo Tofoli,M,37.0,188.0,81.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Silver
241127,120780,Tamirat Tola Abera,M,24.0,181.0,59.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Bronze
241166,120801,Yasnier Toledo Lpez,M,22.0,175.0,60.0,Cuba,CUB,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Lightweight,Bronze
241190,120816,Jeremy Toljan,M,21.0,182.0,72.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
241191,120817,Mariya Yuryevna Tolkachova,F,18.0,176.0,53.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
241246,120846,Andreas Tlzer,M,32.0,192.0,131.0,Germany,GER,2012 Summer,2012,Summer,London,Judo,Judo Men's Heavyweight,Bronze
241271,120849,Logan Maile Lei Tom,F,27.0,186.0,77.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Silver
241272,120849,Logan Maile Lei Tom,F,31.0,186.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
241291,120858,Sergiu Toma,M,29.0,180.0,81.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,Bronze
241329,120881,Vctor Toms Gonzlez,M,23.0,176.0,83.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
241349,120892,"Curtis ""Curt"" Tomasevicz",M,29.0,185.0,100.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,Gold
241350,120892,"Curtis ""Curt"" Tomasevicz",M,33.0,185.0,100.0,United States,USA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Bronze
241353,120894,Tatyana Ivanovna Tomashova,F,29.0,164.0,50.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 1,500 metres",Silver
241429,120935,Marko Tomievi,M,26.0,174.0,80.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
241458,120946,Hiroyuki Tomita,M,23.0,166.0,58.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold
241461,120946,Hiroyuki Tomita,M,23.0,166.0,58.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,Silver
241466,120946,Hiroyuki Tomita,M,27.0,166.0,58.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Silver
241492,120958,James Bruce Tomkins,M,38.0,199.0,98.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Gold
241612,121023,Emma Kate Tonegato,F,21.0,165.0,63.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
241646,121033,Tong Jian,M,30.0,179.0,75.0,China,CHN,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Mixed Pairs,Silver
241654,121038,Tong Wen,F,25.0,180.0,130.0,China,CHN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Heavyweight,Gold
241655,121038,Tong Wen,F,29.0,180.0,130.0,China,CHN,2012 Summer,2012,Summer,London,Judo,Judo Women's Heavyweight,Bronze
241723,121073,Jean-Paul Tony Helissey,M,26.0,177.0,77.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Silver
241735,121083,Michael Toon,M,25.0,168.0,55.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
241804,121108,Gelena Dmitriyevna Topilina,F,22.0,175.0,56.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
241808,121109,"Miroslava ""Mirka"" Topinkov Knapkov",F,31.0,181.0,72.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Single Sculls,Gold
241826,121120,Jenny Louise Topping,F,24.0,167.0,78.0,United States,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
241870,121145,Therese Elisabeth Torgersson,F,28.0,173.0,61.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Bronze
241876,121147,Dmitry Nikolayevich Torgovanov,M,32.0,200.0,105.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Bronze
241919,121172,Nadezhda Viktorovna Torlopova,F,33.0,175.0,75.0,Russia,RUS,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Middleweight,Silver
241970,121200,Cristian Isaac Toro Carballo,M,24.0,188.0,90.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold
241974,121203,Sofia Toro Prieto-Puga,F,21.0,159.0,68.0,Spain,ESP,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Three Person Keelboat,Gold
242004,121215,Oleksiy Pavlovych Torokhtiy,M,26.0,181.0,105.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Heavyweight,Gold
242043,121237,Alba Torrens Salom,F,26.0,195.0,80.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
242045,121239,Carlos Torrent Tarres,M,29.0,179.0,74.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
242070,121254,Aureliano Torres Romn,M,22.0,179.0,73.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
242084,121258,"Dara Grace Torres (-Hoffman, -Minas)",F,41.0,183.0,68.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,Silver
242085,121258,"Dara Grace Torres (-Hoffman, -Minas)",F,41.0,183.0,68.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
242086,121258,"Dara Grace Torres (-Hoffman, -Minas)",F,41.0,183.0,68.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
242256,121345,Eri Tosaka,F,22.0,152.0,48.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold
242325,121384,Dvid Tth,M,27.0,181.0,81.0,Hungary,HUN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
242413,121412,Matej Tth,M,33.0,185.0,73.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Gold
242414,121413,Nomi Tth,F,28.0,180.0,67.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
242442,121426,Tatyana Ivanovna Totmyanina,F,24.0,160.0,44.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Pairs,Gold
242446,121430,Rustam Stanislavovich Totrov,M,28.0,172.0,96.0,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
242528,121471,Josephine Maria Touray,F,24.0,165.0,57.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
242555,121487,"Khuloud ""Loudy"" Tourky-Wiggins",F,25.0,147.0,45.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Platform,Bronze
242560,121488,Arnaud Pierre Armand Tournant,M,26.0,180.0,80.0,France,FRA,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
242561,121488,Arnaud Pierre Armand Tournant,M,26.0,180.0,80.0,France,FRA,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Team Sprint,Bronze
242563,121488,Arnaud Pierre Armand Tournant,M,30.0,180.0,80.0,France,FRA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,Silver
242577,121493,Pascal Andr Jean Touron,M,31.0,176.0,70.0,France,FRA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Silver
242635,121518,Damien Michel Touya,M,29.0,185.0,80.0,France,FRA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Sabre, Team",Gold
242637,121519,Gal Touya,M,30.0,184.0,76.0,France,FRA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Sabre, Team",Gold
242642,121521,Nicolas Jean Denis Touzaint,M,24.0,174.0,60.0,France,FRA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
242647,121523,Scott Joseph Touzinsky,M,26.0,198.0,86.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
242696,121549,Darian Roy Townsend,M,19.0,195.0,87.0,South Africa,RSA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
242726,121559,Susannah Townsend,F,27.0,168.0,61.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
242789,121592,Kari Traa,F,28.0,168.0,65.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Moguls,Gold
242790,121592,Kari Traa,F,32.0,168.0,65.0,Norway,NOR,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Women's Moguls,Silver
242888,121634,"Kenneth ""Ken"" Tralnberg",M,45.0,175.0,88.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Silver
242890,121635,Lucas Tramr,M,26.0,183.0,75.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
242893,121637,Terrence R. Trammell,M,25.0,188.0,84.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Silver
242962,121669,Maksim Leonidovich Trankov,M,30.0,187.0,77.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,Gold
242963,121669,Maksim Leonidovich Trankov,M,30.0,187.0,77.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Gold
243079,121736,Dragan Travica,M,25.0,200.0,94.0,Italy,ITA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Bronze
243100,121750,Petar Trbojevi,M,30.0,197.0,94.0,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Silver
243137,121768,Luk Trefil,M,23.0,187.0,90.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
243138,121768,Luk Trefil,M,27.0,187.0,90.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
243216,121804,Franois-Louis Tremblay,M,21.0,173.0,73.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
243217,121804,Franois-Louis Tremblay,M,25.0,173.0,73.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Silver
243219,121804,Franois-Louis Tremblay,M,25.0,173.0,73.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
243220,121804,Franois-Louis Tremblay,M,29.0,173.0,73.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze
243221,121804,Franois-Louis Tremblay,M,29.0,173.0,73.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
243288,121842,Chlo Ella Trespeuch,F,19.0,176.0,63.0,France,FRA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Boardercross,Bronze
243299,121848,Vladyslav Vasylovych Tretiak,M,24.0,175.0,60.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Sabre, Individual",Bronze
243308,121853,Lidia Trettel,F,28.0,154.0,47.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Bronze
243314,121855,Aleksandr Vladimirovich Tretyakov,M,24.0,186.0,84.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Skeleton,Skeleton Men's Skeleton,Bronze
243315,121855,Aleksandr Vladimirovich Tretyakov,M,28.0,186.0,84.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Skeleton,Skeleton Men's Skeleton,Gold
243430,121915,"Andrew ""Andy"" Triggs Hodge",M,29.0,192.0,97.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Gold
243431,121915,"Andrew ""Andy"" Triggs Hodge",M,33.0,192.0,97.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Gold
243432,121915,"Andrew ""Andy"" Triggs Hodge",M,37.0,192.0,97.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
243450,121922,Giovanna Trillini,F,34.0,164.0,59.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's Foil, Individual",Silver
243452,121922,Giovanna Trillini,F,38.0,164.0,59.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Bronze
243561,121981,Triyatno,M,20.0,161.0,77.0,Indonesia,INA,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Featherweight,Bronze
243562,121981,Triyatno,M,24.0,161.0,77.0,Indonesia,INA,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Lightweight,Silver
243660,122030,Moritz Trompertz,M,20.0,180.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
243696,122045,William Troost-Ekong,M,22.0,175.0,74.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
243744,122071,Laura Rebecca Trott (-Kenny),F,20.0,164.0,56.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,Gold
243745,122071,Laura Rebecca Trott (-Kenny),F,20.0,164.0,56.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Omnium,Gold
243746,122071,Laura Rebecca Trott (-Kenny),F,24.0,164.0,56.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold
243747,122071,Laura Rebecca Trott (-Kenny),F,24.0,164.0,56.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Gold
243761,122077,"De'Hashia Tonnek ""DeeDee"" Trotter",F,21.0,178.0,64.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
243763,122077,"De'Hashia Tonnek ""DeeDee"" Trotter",F,29.0,178.0,64.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 400 metres,Bronze
243764,122077,"De'Hashia Tonnek ""DeeDee"" Trotter",F,29.0,178.0,64.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
243790,122093,Murphy Edward Troy,M,27.0,203.0,107.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
243797,122097,Tina Trstenjak,F,25.0,162.0,65.0,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Gold
243823,122113,Rafael Joaqun Trujillo Villar,M,28.0,184.0,104.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Silver
243830,122115,Pl Trulsen,M,39.0,189.0,100.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Gold
243846,122124,Dmitry Vyacheslavovich Trunenkov,M,29.0,188.0,100.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Gold
243903,122149,Jrme Truyens,M,28.0,178.0,70.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
243912,122154,Amy Tryon,F,34.0,180.0,75.0,United States,USA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
244065,122218,Denis Igorevich Tsargush,M,24.0,177.0,74.0,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
244073,122222,Svetlana Kaspolatovna Tsarukayeva,F,24.0,162.0,62.0,Russia,RUS,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Middleweight,Silver
244112,122238,Tim Tscharnke,M,20.0,182.0,75.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Silver
244169,122271,Tseng Li-Cheng (Pei-Hua-),F,25.0,168.0,57.0,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Featherweight,Bronze
244213,122297,Alexandra Tsiavou,F,26.0,178.0,61.0,Greece,GRE,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
244236,122307,"Nataliya Valeryevna Tsilinskaya (-Markovnichenko-, -Minashkin)",F,28.0,173.0,73.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,Bronze
244266,122321,Irakli Tsirekidze,M,26.0,184.0,90.0,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Middleweight,Gold
244283,122334,Manuchar Tskhadaia,M,27.0,165.0,66.0,Georgia,GEO,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
244307,122349,Jo-Wilfried Tsonga,M,27.0,188.0,91.0,France,FRA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Silver
244323,122360,Aimilia Tsoulfa,F,31.0,169.0,67.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Gold
244324,122361,Athanasia Tsoumeleka,F,22.0,158.0,47.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 20 kilometres Walk,Gold
244387,122390,Maki Tsukada,F,22.0,170.0,126.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Heavyweight,Gold
244388,122390,Maki Tsukada,F,26.0,170.0,126.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Heavyweight,Silver
244415,122393,Naoki Tsukahara,M,23.0,180.0,75.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
244433,122394,Naoya Tsukahara,M,27.0,166.0,64.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold
244476,122408,Alla Petrovna Tsuper,F,34.0,153.0,53.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,Gold
244484,122412,Georgy Aleksandrovich Tsurtsumia,M,23.0,195.0,120.0,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
244570,122446,Olena Leonidivna Tsyhytsia,F,29.0,180.0,70.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Bronze
244607,122466,"Eduard ""Eddie"" Tubau Cutal",M,27.0,180.0,77.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
244623,122475,Aleksandr Arkadyevich Tuchkin,M,40.0,203.0,100.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Bronze
244703,122518,Sarah Tueting (-Lemaitre),F,25.0,170.0,64.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
244734,122530,Olaf Karl Tufte,M,28.0,193.0,94.0,Norway,NOR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Single Sculls,Gold
244735,122530,Olaf Karl Tufte,M,32.0,193.0,94.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Single Sculls,Gold
244737,122530,Olaf Karl Tufte,M,40.0,193.0,94.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,Bronze
244751,122537,Finn Peter Tugwell,M,28.0,178.0,66.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Doubles,Bronze
244755,122541,Ruby Tui,F,24.0,177.0,71.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
244770,122548,Josua Tuisova Ratulevu,M,22.0,180.0,108.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
244772,122550,Mark Jan Hendrik Tuitert,M,25.0,182.0,83.0,Netherlands,NED,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze
